Sample #	Date	Start Time	Aerodynamic Diameter	0.542	0.583	0.626	0.673	0.723	0.777	0.835	0.898	0.965	1.037	1.114	1.197	1.286	1.382	1.486	1.596	1.715	1.843	1.981	2.129	2.288	2.458	2.642	2.839	3.051	3.278	3.523	3.786	4.068	4.371	4.698	5.048	5.425	5.829	6.264	6.732	7.234	7.774	8.354	8.977	9.647	10.37	11.14	11.97	12.86	13.82	14.86	15.96	17.15	18.43	19.81	Event 1	Event 3	Event 4	Dead Time	Inlet Pressure	Total Flow	Sheath Flow	Analog Input Voltage 0	Analog Input Voltage 1	Digital Input Level 0	Digital Input Level 1	Digital Input Level 2	Laser Power	Laser Current	Sheath Pump Voltage	Total Pump Voltage	Box Temperature	Avalanch Photo Diode Temperature	Avalanch Photo Diode Voltage	Status Flags	Median(µm)	Mean(µm)	Geo. Mean(µm)	Mode(µm)	Geo. Std. Dev.	Total Conc.
3704	12/12/19	13:43:18	Raw Counts	68	79	96	83	77	60	65	56	52	52	33	43	21	19	23	15	18	11	15	14	16	14	16	30	25	26	12	7	4	5	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	260	0	0	4	985.2	4.96	3.98	0	0	0	0	0	75	57.9	2.626	2.616	35	32.4	222	0000 0000 0000 0000	0.868257	1.23945	1.03108	0.626434	1.75328	10.5898(#/cm³)
3705	12/12/19	13:43:24	Raw Counts	57	60	79	64	75	70	62	57	56	50	39	26	27	29	20	23	12	10	9	11	8	8	19	21	26	28	12	8	6	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	256	2	0	4	985.8	4.97	3.99	0	0	0	0	0	75	57.9	2.637	2.617	35	32.4	222	0000 0000 0000 0000	0.891477	1.24878	1.04452	0.626434	1.73723	9.7798(#/cm³)
3706	12/12/19	13:43:30	Raw Counts	43	66	81	78	67	73	68	43	59	44	34	35	21	20	23	15	15	14	12	11	7	14	17	23	28	27	8	8	3	7	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	244	1	0	4	985.5	4.97	3.98	0	0	0	0	0	75	58	2.626	2.616	35	32.4	222	0000 0000 0000 0000	0.880056	1.26934	1.05385	0.626434	1.75592	9.69981(#/cm³)
3707	12/12/19	13:43:36	Raw Counts	58	69	81	71	80	84	59	61	50	36	42	47	22	26	16	20	18	16	12	17	13	14	10	19	27	19	15	9	6	4	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	248	3	0	4	985.8	4.97	3.98	0	0	0	0	0	75	57.9	2.633	2.615	35	32.4	222	0000 0000 0000 0000	0.878183	1.24059	1.03882	0.777365	1.7344	10.2598(#/cm³)
3708	12/12/19	13:43:42	Raw Counts	58	75	80	83	74	69	76	50	51	52	44	33	28	26	21	16	15	6	15	14	12	16	22	23	34	12	9	4	6	4	3	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	4	0	4	985.2	4.96	3.99	0	0	0	0	0	75	57.9	2.619	2.619	35.1	32.4	222	0000 0000 0000 0000	0.869757	1.22954	1.03182	0.67317	1.72902	10.3498(#/cm³)
3709	12/12/19	13:43:48	Raw Counts	67	77	87	87	84	80	59	63	58	48	30	34	26	32	19	21	17	14	14	15	23	13	19	29	25	20	10	4	1	4	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1	0	4	985.2	4.97	4	0	0	0	0	0	75	58	2.621	2.616	35.1	32.4	222	0000 0000 0000 0000	0.867551	1.20777	1.02093	0.626434	1.71523	10.8398(#/cm³)
3710	12/12/19	13:43:54	Raw Counts	87	87	101	73	90	89	89	64	53	55	44	47	31	23	23	15	19	9	15	12	9	12	20	17	29	30	10	8	4	4	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	3	0	5	985.5	4.97	4	0	0	0	0	0	75	57.9	2.624	2.615	35.1	32.4	222	0000 0000 0000 0000	0.846584	1.17926	0.994769	0.626434	1.70785	11.7298(#/cm³)
3711	12/12/19	13:44:00	Raw Counts	69	78	90	97	106	86	86	80	61	58	45	38	28	28	22	24	17	10	8	15	14	23	17	30	21	26	11	5	5	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	5	0	5	985.8	4.97	3.99	0	0	0	0	0	75	57.9	2.625	2.616	35	32.4	222	0000 0000 0000 0000	0.85918	1.17783	1.00375	0.723394	1.68537	12.0298(#/cm³)
3712	12/12/19	13:44:06	Raw Counts	64	74	88	92	64	71	80	73	48	53	34	35	36	26	15	20	15	13	13	13	18	12	20	23	32	13	10	3	5	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	3	0	4	985.2	4.97	4	0	0	0	0	0	75	58	2.618	2.616	35	32.4	222	0000 0000 0000 0000	0.868739	1.19954	1.01568	0.67317	1.7051	10.7098(#/cm³)
3713	12/12/19	13:44:12	Raw Counts	73	90	91	83	102	88	70	65	49	42	38	34	29	27	27	21	18	19	14	12	12	12	18	30	31	23	9	8	6	2	2	2	1	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	334	3	0	4	986.1	4.97	4	0	0	0	0	0	75	57.9	2.633	2.614	35.1	32.4	222	0000 0000 0000 0000	0.849336	1.23785	1.02423	0.723394	1.75542	11.5398(#/cm³)
3714	12/12/19	13:44:18	Raw Counts	71	99	94	91	105	80	80	61	51	49	45	32	41	33	31	16	20	23	11	10	10	11	18	24	31	38	17	13	4	2	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	344	2	0	5	985.8	4.97	3.99	0	0	0	0	0	75	57.9	2.635	2.615	35.1	32.4	222	0000 0000 0000 0000	0.858629	1.2447	1.03376	0.723394	1.7554	12.1898(#/cm³)
3715	12/12/19	13:44:24	Raw Counts	59	68	78	83	77	79	82	57	60	43	51	35	35	32	29	20	15	13	19	11	16	9	13	24	25	22	8	7	4	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1	0	4	985.5	4.97	4	0	0	0	0	0	75	57.9	2.639	2.615	35.1	32.4	222	0000 0000 0000 0000	0.881837	1.19934	1.02495	0.67317	1.68323	10.7898(#/cm³)
3716	12/12/19	13:44:30	Raw Counts	53	72	67	65	69	70	68	53	41	50	24	28	26	27	20	17	17	10	15	12	14	13	23	38	30	19	14	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	223	2	0	4	985.8	4.96	4	0	0	0	0	0	75	57.9	2.63	2.614	35.1	32.4	222	0000 0000 0000 0000	0.889701	1.28045	1.06759	0.582942	1.7578	9.65981(#/cm³)
3717	12/12/19	13:44:36	Raw Counts	63	75	86	87	86	75	59	53	51	61	37	25	28	18	18	17	18	12	15	12	11	10	10	26	35	21	15	9	12	4	5	3	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	288	1	0	4	986.1	4.96	3.99	0	0	0	0	0	75	57.9	2.638	2.614	35.1	32.4	222	0000 0000 0000 0000	0.867135	1.29022	1.0509	0.67317	1.79866	10.6298(#/cm³)
3718	12/12/19	13:44:42	Raw Counts	53	76	83	71	81	84	57	54	49	41	41	32	41	18	10	23	16	18	9	17	11	15	23	34	24	22	13	6	4	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	2	0	4	985.5	4.97	4.01	0	0	0	0	0	75	57.9	2.639	2.615	35	32.4	222	0000 0000 0000 0000	0.880891	1.25491	1.0508	0.777365	1.74511	10.3398(#/cm³)
3719	12/12/19	13:44:48	Raw Counts	55	74	67	70	70	67	51	47	34	38	30	31	24	18	16	15	13	13	13	8	13	18	20	26	28	22	9	7	6	3	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	3	985.8	4.97	4.02	0	0	0	0	0	75	57.9	2.638	2.615	35.1	32.4	222	0000 0000 0000 0000	0.869964	1.28766	1.06052	0.582942	1.78943	9.12982(#/cm³)
3720	12/12/19	13:44:54	Raw Counts	45	44	54	69	71	62	61	56	53	47	40	30	23	25	18	13	14	9	14	14	17	5	18	28	24	25	12	5	9	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	4	0	3	985.5	4.96	4	0	0	0	0	0	75	57.9	2.636	2.616	35.1	32.4	222	0000 0000 0000 0000	0.922516	1.29059	1.08362	0.723394	1.73907	9.08982(#/cm³)
3721	12/12/19	13:45:00	Raw Counts	64	86	95	102	96	95	78	64	68	39	56	38	35	20	28	25	21	26	11	15	10	15	24	24	40	17	8	15	5	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	5	985.8	4.96	3.99	0	0	0	0	0	75	57.9	2.63	2.615	35.1	32.4	222	0000 0000 0000 0000	0.864211	1.21313	1.02556	0.67317	1.71283	12.2598(#/cm³)
3722	12/12/19	13:45:06	Raw Counts	79	102	100	111	104	96	80	77	78	63	45	47	38	30	28	29	25	16	24	17	16	11	21	19	30	30	21	6	4	3	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	350	4	0	5	986.1	4.96	3.99	0	0	0	0	0	75	57.9	2.634	2.614	35.1	32.4	222	0000 0000 0000 0000	0.871982	1.21078	1.018	0.67317	1.71369	13.5697(#/cm³)
3723	12/12/19	13:45:12	Raw Counts	43	60	67	81	70	72	62	50	52	37	34	27	25	27	17	12	17	13	8	3	6	17	19	22	34	28	19	8	6	4	4	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	1	0	4	985.8	4.96	3.99	0	0	0	0	0	75	57.9	2.627	2.615	35.1	32.4	222	0000 0000 0000 0000	0.893678	1.33476	1.09015	0.67317	1.80691	9.51981(#/cm³)
3724	12/12/19	13:45:18	Raw Counts	61	46	59	73	64	45	61	49	42	37	30	27	22	24	18	8	11	11	14	12	9	12	22	25	33	23	11	4	6	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	2	0	3	985.8	4.96	4	0	0	0	0	0	75	57.9	2.629	2.616	35	32.4	222	0000 0000 0000 0000	0.896211	1.29004	1.07224	0.67317	1.77239	8.62983(#/cm³)
3725	12/12/19	13:45:24	Raw Counts	41	47	70	52	49	45	49	48	56	37	31	29	22	14	18	10	11	12	10	5	6	14	14	23	28	14	15	4	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	3	986.1	4.96	3.99	0	0	0	0	0	75	57.9	2.625	2.615	35.1	32.4	222	0000 0000 0000 0000	0.919053	1.27542	1.06675	0.626434	1.74855	7.83984(#/cm³)
3726	12/12/19	13:45:30	Raw Counts	45	38	49	49	55	45	43	37	37	19	24	22	17	15	14	16	10	10	8	10	11	5	16	23	24	18	6	2	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	3	985.8	4.97	3.99	0	0	0	0	0	75	57.9	2.639	2.614	35	32.4	222	0000 0000 0000 0000	0.893608	1.29231	1.07466	0.723394	1.77162	6.78986(#/cm³)
3727	12/12/19	13:45:36	Raw Counts	40	38	44	48	50	39	36	27	20	37	19	24	21	16	9	10	11	12	8	12	8	5	18	23	22	15	10	2	3	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	2	986.1	4.97	3.99	0	0	0	0	0	75	57.9	2.633	2.613	35	32.4	222	0000 0000 0000 0000	0.919202	1.32989	1.09803	0.723394	1.79402	6.33987(#/cm³)
3728	12/12/19	13:45:42	Raw Counts	27	47	53	51	39	49	41	41	36	35	27	25	13	16	10	8	13	13	9	7	7	11	13	12	23	14	6	4	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	2	985.5	4.97	3.99	0	0	0	0	0	75	57.9	2.631	2.616	35	32.4	222	0000 0000 0000 0000	0.899638	1.24457	1.04945	0.626434	1.72149	6.55987(#/cm³)
3729	12/12/19	13:45:48	Raw Counts	34	27	38	30	30	41	33	27	33	22	22	24	18	7	11	10	8	6	7	3	2	11	7	20	12	11	9	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	2	985.8	4.97	3.99	0	0	0	0	0	75	58	2.622	2.615	35	32.4	222	0000 0000 0000 0000	0.918005	1.25925	1.05945	0.777365	1.73016	5.0899(#/cm³)
3730	12/12/19	13:45:54	Raw Counts	25	36	38	37	42	34	27	26	33	23	21	21	15	16	11	10	10	9	6	4	8	7	15	18	17	11	10	2	5	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	2	985.5	4.97	3.99	0	0	0	0	0	75	57.9	2.622	2.615	35	32.4	222	0000 0000 0000 0000	0.944858	1.33589	1.10647	0.723394	1.78234	5.42989(#/cm³)
3731	12/12/19	13:46:00	Raw Counts	25	28	40	40	40	37	35	29	22	18	18	6	7	15	13	11	7	3	6	7	1	10	9	15	16	9	3	1	5	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	2	985.5	4.97	4	0	0	0	0	0	75	57.9	2.632	2.616	35	32.4	222	0000 0000 0000 0000	0.859649	1.2632	1.04784	0.626434	1.76035	4.8199(#/cm³)
3732	12/12/19	13:46:06	Raw Counts	25	23	34	41	28	23	27	18	25	24	16	17	12	9	4	3	4	6	8	3	7	9	15	15	10	8	4	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	2	0	1	985.5	4.96	3.99	0	0	0	0	0	75	58	2.632	2.615	35	32.4	222	0000 0000 0000 0000	0.909625	1.27543	1.06539	0.67317	1.75709	4.25991(#/cm³)
3733	12/12/19	13:46:12	Raw Counts	22	26	37	25	34	26	29	23	12	19	13	11	4	8	6	7	5	6	2	6	6	7	12	15	10	6	4	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	2	0	1	984.9	4.97	4	0	0	0	0	0	75	57.9	2.616	2.617	35	32.4	222	0000 0000 0000 0000	0.854078	1.23916	1.03721	0.626434	1.74827	3.85992(#/cm³)
3734	12/12/19	13:46:18	Raw Counts	21	20	30	23	30	25	17	21	20	16	12	11	9	13	6	6	7	6	4	3	5	10	6	18	6	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	1	985.5	4.97	3.99	0	0	0	0	0	75	57.9	2.625	2.616	35	32.4	222	0000 0000 0000 0000	0.895771	1.20314	1.03239	0.626434	1.6856	3.50993(#/cm³)
3735	12/12/19	13:46:24	Raw Counts	20	16	23	17	22	23	23	24	13	18	9	15	8	10	7	6	5	4	5	5	3	7	6	7	14	10	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	1	985.8	4.96	3.99	0	0	0	0	0	75	57.9	2.644	2.617	35	32.4	222	0000 0000 0000 0000	0.913665	1.25928	1.07162	0.897687	1.71247	3.22994(#/cm³)
3736	12/12/19	13:46:30	Raw Counts	14	21	23	19	21	22	15	11	18	8	11	6	7	7	6	7	5	6	3	7	6	3	9	10	8	7	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1	0	1	985.8	4.97	4.01	0	0	0	0	0	75	58	2.629	2.615	35.1	32.4	222	0000 0000 0000 0000	0.916481	1.29953	1.08803	0.626434	1.76479	2.86994(#/cm³)
3737	12/12/19	13:46:36	Raw Counts	11	17	24	24	28	22	20	19	19	15	10	9	6	5	11	4	3	2	3	6	14	9	8	19	5	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	1	985.5	4.97	4	0	0	0	0	0	75	57.9	2.625	2.615	35.1	32.4	222	0000 0000 0000 0000	0.924369	1.31936	1.10956	0.723394	1.7531	3.25993(#/cm³)
3738	12/12/19	13:46:42	Raw Counts	13	23	24	31	24	22	13	18	10	9	11	10	7	5	6	7	3	3	4	2	9	7	8	12	12	8	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	3	0	1	986.1	4.97	4	0	0	0	0	0	75	57.9	2.635	2.616	35.1	32.4	222	0000 0000 0000 0000	0.8773	1.29406	1.07486	0.67317	1.7809	3.05994(#/cm³)
3739	12/12/19	13:46:48	Raw Counts	11	20	25	19	16	19	11	9	14	5	12	7	4	5	0	5	5	5	1	3	9	5	7	8	8	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	985.5	4.97	4	0	0	0	0	0	75	57.9	2.625	2.616	35.1	32.4	222	0000 0000 0000 0000	0.852852	1.23043	1.03412	0.626434	1.7412	2.36995(#/cm³)
3740	12/12/19	13:46:54	Raw Counts	19	9	15	21	21	15	8	11	8	9	6	9	2	6	4	3	2	4	5	4	6	5	3	3	4	1	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	1	985.8	4.97	4	0	0	0	0	0	75	57.9	2.637	2.616	35.1	32.4	222	0000 0000 0000 0000	0.843964	1.21497	1.01798	0.67317	1.73521	2.09996(#/cm³)
3741	12/12/19	13:47:00	Raw Counts	13	14	8	11	11	18	7	5	7	13	8	3	14	4	3	2	2	1	5	3	4	7	4	7	4	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	985.8	4.96	4	0	0	0	0	0	75	57.9	2.628	2.616	35.1	32.4	222	0000 0000 0000 0000	0.98576	1.29524	1.09422	0.777365	1.74373	1.84996(#/cm³)
3742	12/12/19	13:47:06	Raw Counts	13	15	17	12	22	13	13	12	10	7	7	7	7	5	3	0	1	4	4	3	8	5	6	7	8	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	985.5	4.96	3.98	0	0	0	0	0	75	58	2.636	2.616	35.1	32.4	222	0000 0000 0000 0000	0.874606	1.24855	1.05003	0.723394	1.74253	2.12996(#/cm³)
3743	12/12/19	13:47:12	Raw Counts	17	15	13	10	9	10	13	11	3	8	4	2	6	1	6	1	1	4	3	2	4	3	6	6	4	6	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	985.2	4.96	3.99	0	0	0	0	0	75	57.9	2.633	2.617	35.1	32.4	222	0000 0000 0000 0000	0.864211	1.30648	1.06726	0.542469	1.82807	1.72997(#/cm³)
3744	12/12/19	13:47:18	Raw Counts	12	10	15	10	11	14	7	10	6	8	7	5	4	3	0	1	1	2	1	1	3	3	4	10	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	985.2	4.97	4	0	0	0	0	0	75	57.9	2.636	2.617	35.1	32.4	222	0000 0000 0000 0000	0.85793	1.2154	1.0205	0.626434	1.741	1.55997(#/cm³)
3745	12/12/19	13:47:24	Raw Counts	5	6	10	9	6	9	10	11	14	6	3	5	0	2	2	2	2	1	3	1	5	3	6	6	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	985.5	4.97	3.99	0	0	0	0	0	75	57.9	2.631	2.617	35	32.4	222	0000 0000 0000 0000	0.936137	1.30585	1.10622	0.964662	1.7288	1.33997(#/cm³)
3746	12/12/19	13:47:30	Raw Counts	9	11	15	12	10	6	6	13	7	8	5	2	1	2	2	1	2	1	2	0	3	7	9	4	9	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	985.2	4.96	3.98	0	0	0	0	0	75	57.9	2.62	2.616	35.1	32.4	222	0000 0000 0000 0000	0.908796	1.37342	1.11916	0.626434	1.85029	1.54997(#/cm³)
3747	12/12/19	13:47:36	Raw Counts	9	4	10	9	4	8	9	6	6	1	5	2	2	4	3	5	4	0	0	2	2	2	4	2	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	985.8	4.96	3.97	0	0	0	0	0	75	57.9	2.636	2.615	35	32.4	222	0000 0000 0000 0000	0.89885	1.27096	1.07461	0.626434	1.73998	1.11998(#/cm³)
3748	12/12/19	13:47:42	Raw Counts	6	6	7	8	13	10	7	5	6	3	4	2	0	4	2	3	0	2	3	1	1	4	2	6	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	985.5	4.97	4	0	0	0	0	0	75	58	2.628	2.615	35.1	32.4	222	0000 0000 0000 0000	0.866525	1.31322	1.09032	0.723394	1.78276	1.13998(#/cm³)
3749	12/12/19	13:47:48	Raw Counts	4	6	6	9	5	3	2	4	2	4	4	2	3	3	2	2	1	0	0	0	2	6	7	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	985.5	4.96	3.99	0	0	0	0	0	75	57.9	2.627	2.616	35.1	32.4	222	0000 0000 0000 0000	1.04731	1.42162	1.18233	0.67317	1.81953	0.869983(#/cm³)
3750	12/12/19	13:47:54	Raw Counts	2	8	7	5	6	8	6	8	3	2	7	3	0	3	3	2	2	4	3	4	3	3	2	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	985.2	4.96	3.98	0	0	0	0	0	75	57.9	2.621	2.617	35	32.4	222	0000 0000 0000 0000	1.01931	1.38162	1.17792	0.582942	1.74126	1.06998(#/cm³)
3751	12/12/19	13:48:00	Raw Counts	6	2	7	3	2	6	4	6	3	2	3	2	1	1	1	1	2	0	2	1	1	2	2	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	985.5	4.97	3.99	0	0	0	0	0	75	58	2.629	2.616	35	32.4	222	0000 0000 0000 0000	0.909625	1.29405	1.08949	0.626434	1.75684	0.679986(#/cm³)
3752	12/12/19	13:48:06	Raw Counts	7	3	9	4	6	5	4	4	2	5	3	0	2	2	3	0	1	1	0	1	1	2	3	6	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	985.5	4.97	4	0	0	0	0	0	75	57.9	2.628	2.616	35.1	32.4	222	0000 0000 0000 0000	0.915012	1.39567	1.1327	0.626434	1.86278	0.819984(#/cm³)
3753	12/12/19	13:48:12	Raw Counts	2	2	2	4	4	3	6	3	6	6	3	3	3	0	1	3	1	1	3	0	1	2	3	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	985.8	4.97	4	0	0	0	0	0	75	57.9	2.621	2.614	35	32.4	222	0000 0000 0000 0000	1.05042	1.41466	1.2237	2.83874	1.69398	0.719986(#/cm³)
3754	12/12/19	13:48:18	Raw Counts	1	4	2	3	2	4	2	4	4	4	1	1	1	1	0	0	1	1	0	2	0	3	7	3	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	985.8	4.96	3.99	0	0	0	0	0	75	57.9	2.634	2.616	35	32.4	222	0000 0000 0000 0000	1.05664	1.62839	1.34515	2.64165	1.86048	0.579988(#/cm³)
3755	12/12/19	13:48:24	Raw Counts	7	4	2	4	6	5	2	4	3	2	0	3	1	2	2	2	2	0	1	3	2	4	4	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	986.1	4.96	4	0	0	0	0	0	75	57.9	2.626	2.617	35	32.4	222	0000 0000 0000 0000	0.989068	1.40972	1.17952	0.542469	1.80984	0.729985(#/cm³)
3756	12/12/19	13:48:30	Raw Counts	3	6	5	5	1	2	6	6	3	1	1	2	2	0	0	2	2	1	1	0	3	3	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	985.8	4.96	4	0	0	0	0	0	75	58	2.628	2.616	35	32.4	222	0000 0000 0000 0000	0.904237	1.31474	1.10258	0.582942	1.77443	0.629987(#/cm³)
3757	12/12/19	13:48:36	Raw Counts	0	0	3	2	4	6	2	4	4	2	1	2	1	2	2	0	0	1	0	1	0	3	7	6	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	985.5	4.97	4	0	0	0	0	0	75	58	2.621	2.614	35	32.4	222	0000 0000 0000 0000	1.19864	1.65303	1.39616	2.64165	1.79133	0.579988(#/cm³)
3758	12/12/19	13:48:42	Raw Counts	0	1	2	4	2	1	2	1	4	1	0	0	2	0	0	0	0	1	1	2	1	5	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	985.5	4.96	3.99	0	0	0	0	0	75	57.9	2.624	2.615	35	32.4	222	0000 0000 0000 0000	1.28806	1.6258	1.38237	2.45824	1.79464	0.379992(#/cm³)
3759	12/12/19	13:48:48	Raw Counts	5	5	3	2	5	2	0	2	1	0	0	2	0	0	0	0	1	0	0	0	3	3	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	985.5	4.96	4	0	0	0	0	0	75	58	2.63	2.616	35	32.4	222	0000 0000 0000 0000	0.792368	1.40268	1.12333	0.542469	1.93564	0.429991(#/cm³)
3760	12/12/19	13:48:54	Raw Counts	0	3	3	3	1	3	6	3	2	2	0	0	0	1	0	2	2	2	0	1	4	3	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	985.8	4.97	3.99	0	0	0	0	0	75	57.9	2.623	2.614	35.1	32.4	222	0000 0000 0000 0000	1.01931	1.49159	1.27324	0.835363	1.76157	0.48999(#/cm³)
3761	12/12/19	13:49:00	Raw Counts	3	0	1	0	0	3	2	1	3	1	0	0	2	0	0	1	0	1	2	1	0	0	4	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	985.8	4.96	3.99	0	0	0	0	0	75	57.9	2.635	2.615	35	32.4	222	0000 0000 0000 0000	1.94786	1.89148	1.59324	2.83874	1.85935	0.369993(#/cm³)
3762	12/12/19	13:49:06	Raw Counts	1	0	2	5	2	2	1	2	2	0	0	0	1	1	1	0	0	1	0	0	0	2	2	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	985.8	4.96	4	0	0	0	0	0	75	58	2.638	2.614	35	32.4	222	0000 0000 0000 0000	0.983279	1.61784	1.31762	0.67317	1.90361	0.329993(#/cm³)
3763	12/12/19	13:49:12	Raw Counts	5	2	3	3	1	2	1	0	4	0	4	1	0	0	0	0	3	0	0	0	0	3	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	985.8	4.97	4.01	0	0	0	0	0	75	57.9	2.63	2.616	35	32.4	222	0000 0000 0000 0000	0.991963	1.47495	1.18871	0.542469	1.9133	0.409992(#/cm³)
